ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,Job Level,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
793,33,Yes,Travel_Frequently,827,Research & Development,29,Master,Medical,Low,Female,54,Medium,Medium,Research Scientist,High,Single,4508,1,Y,No,22,Outstanding,Medium,None,14,4,Better,13,7,3,8
794,28,No,Travel_Rarely,895,Research & Development,15,College,Life Sciences,Low,Male,50,High,Low,Laboratory Technician,High,Divorced,2207,1,Y,No,16,Excellent,Very High,Low,4,5,Good,4,2,2,2
795,34,No,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,Low,Male,45,High,Medium,Healthcare Representative,Very High,Single,7756,0,Y,No,17,Excellent,High,None,7,1,Good,6,2,0,4
796,37,No,Travel_Rarely,309,Sales,10,Master,Life Sciences,Very High,Female,88,Medium,Medium,Sales Executive,Very High,Divorced,6694,2,Y,Yes,14,Excellent,High,High,8,5,Better,1,0,0,0
797,25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,Very High,Male,32,High,Low,Laboratory Technician,Very High,Married,3691,1,Y,Yes,15,Excellent,Medium,Low,7,3,Best,7,7,5,6
798,26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor,Medical,Low,Male,37,High,Low,Laboratory Technician,High,Divorced,2377,1,Y,No,20,Outstanding,High,Low,1,0,Good,1,1,0,0
799,33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,Medical,Low,Male,55,Medium,Low,Research Scientist,Medium,Single,2313,4,Y,Yes,20,Outstanding,Medium,None,5,0,Better,2,2,2,2
800,42,No,Travel_Rarely,469,Research & Development,2,College,Medical,Very High,Male,35,High,Very High,Manager,Low,Married,17665,0,Y,No,17,Excellent,Very High,Low,23,3,Better,22,6,13,7
801,28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,Medical,Low,Male,45,Medium,Low,Laboratory Technician,Medium,Divorced,2596,1,Y,No,15,Excellent,Low,Medium,1,2,Better,1,0,0,0
802,50,Yes,Travel_Frequently,959,Sales,1,Master,Other,Very High,Male,81,High,Medium,Sales Executive,High,Single,4728,3,Y,Yes,14,Excellent,Very High,None,5,4,Better,0,0,0,0
803,33,No,Travel_Frequently,970,Sales,7,Bachelor,Life Sciences,Very High,Female,30,High,Medium,Sales Executive,Medium,Married,4302,0,Y,No,17,Excellent,High,Low,4,3,Better,3,2,0,2
804,34,No,Non-Travel,697,Research & Development,3,Master,Life Sciences,High,Male,40,Medium,Low,Research Scientist,Very High,Married,2979,3,Y,No,17,Excellent,Very High,High,6,2,Better,0,0,0,0
805,48,No,Non-Travel,1262,Research & Development,1,Master,Medical,Low,Male,35,Very High,Very High,Manager,Very High,Single,16885,2,Y,No,22,Outstanding,High,None,27,3,Good,5,4,2,1
806,45,No,Non-Travel,1050,Sales,9,Master,Life Sciences,Medium,Female,65,Medium,Medium,Sales Executive,High,Married,5593,1,Y,No,13,Excellent,Very High,Low,15,2,Better,15,10,4,12
807,52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,Medium,Male,87,High,High,Healthcare Representative,Medium,Single,10445,7,Y,No,19,Excellent,Very High,None,18,4,Better,8,6,4,0
808,38,No,Travel_Rarely,770,Sales,10,Master,Marketing,High,Male,73,Medium,High,Sales Executive,High,Divorced,8740,0,Y,Yes,14,Excellent,Medium,Medium,9,2,Better,8,7,2,7
809,29,No,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,High,Female,93,High,Low,Research Scientist,Very High,Divorced,2514,4,Y,No,22,Outstanding,Low,Low,11,1,Better,7,5,1,7
810,28,No,Travel_Rarely,950,Research & Development,3,Bachelor,Medical,Very High,Female,93,High,High,Manufacturing Director,Medium,Divorced,7655,0,Y,No,17,Excellent,Medium,High,10,3,Good,9,7,1,7
811,46,No,Travel_Rarely,406,Sales,3,Below College,Marketing,Low,Male,52,High,Very High,Manager,High,Married,17465,3,Y,No,12,Excellent,Very High,Low,23,3,Better,12,9,4,9
812,38,No,Travel_Rarely,130,Sales,2,College,Marketing,Very High,Male,32,High,High,Sales Executive,Medium,Single,7351,7,Y,No,16,Excellent,High,None,10,2,Better,1,0,0,0
813,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,Life Sciences,High,Female,83,High,High,Manufacturing Director,Low,Married,10820,8,Y,No,11,Excellent,High,Low,18,1,Better,8,7,0,1
814,39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,Low,Male,84,High,Very High,Healthcare Representative,Very High,Divorced,12169,7,Y,No,11,Excellent,Very High,High,21,4,Better,18,7,11,5
815,40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,Medical,High,Male,44,Medium,Very High,Research Director,High,Single,19626,1,Y,No,14,Excellent,Low,None,21,2,Best,20,7,4,9
816,21,No,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,Very High,Female,70,Medium,Low,Research Scientist,Medium,Single,2070,1,Y,Yes,11,Excellent,High,None,2,6,Best,2,2,2,2
817,39,No,Non-Travel,439,Research & Development,9,Bachelor,Life Sciences,High,Male,70,High,Medium,Laboratory Technician,Medium,Single,6782,9,Y,No,15,Excellent,High,None,9,2,Good,5,4,0,3
818,36,No,Non-Travel,217,Research & Development,18,Master,Life Sciences,Low,Male,78,High,Medium,Manufacturing Director,Very High,Single,7779,2,Y,No,20,Outstanding,Low,None,18,0,Better,11,9,0,9
819,31,No,Travel_Frequently,793,Sales,20,Bachelor,Life Sciences,High,Male,67,Very High,Low,Sales Representative,Very High,Married,2791,0,Y,No,12,Excellent,Low,Low,3,4,Better,2,2,2,2
820,28,No,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,Low,Male,67,Medium,Low,Research Scientist,Medium,Married,3201,0,Y,No,17,Excellent,Low,None,6,2,Bad,5,3,0,4
821,35,No,Travel_Frequently,1182,Sales,11,College,Marketing,Very High,Male,54,High,Medium,Sales Executive,Very High,Divorced,4968,1,Y,No,11,Excellent,Very High,Low,5,3,Better,5,2,0,2
822,49,No,Travel_Rarely,174,Sales,8,Master,Technical Degree,Very High,Male,56,Medium,Very High,Sales Executive,Medium,Married,13120,6,Y,No,17,Excellent,Medium,Low,22,3,Better,9,8,2,3
823,34,No,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,Very High,Male,95,High,Medium,Manufacturing Director,High,Single,4033,2,Y,No,11,Excellent,Very High,None,5,3,Good,3,2,0,2
824,29,No,Travel_Frequently,490,Research & Development,10,Bachelor,Life Sciences,Very High,Female,61,High,Low,Research Scientist,Medium,Divorced,3291,0,Y,No,14,Excellent,Very High,Medium,8,2,Good,7,5,1,1
825,42,No,Travel_Rarely,188,Research & Development,29,Bachelor,Medical,Medium,Male,56,Low,Medium,Laboratory Technician,Very High,Single,4272,4,Y,No,19,Excellent,Low,None,16,3,Better,1,0,0,0
826,29,No,Travel_Rarely,718,Research & Development,8,Below College,Medical,Medium,Male,79,Medium,Medium,Manufacturing Director,Very High,Married,5056,1,Y,Yes,15,Excellent,High,Low,10,2,Good,10,7,1,2
827,38,No,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,High,Male,37,Very High,Low,Human Resources,High,Married,2844,1,Y,No,13,Excellent,Very High,Low,7,2,Best,7,6,5,0
828,28,No,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,High,Male,39,Medium,Low,Research Scientist,High,Divorced,2703,1,Y,Yes,14,Excellent,Very High,Low,3,2,Better,3,1,0,2
829,18,Yes,Non-Travel,247,Research & Development,8,Below College,Medical,High,Male,80,High,Low,Laboratory Technician,High,Single,1904,1,Y,No,12,Excellent,Very High,None,0,0,Better,0,0,0,0
830,33,Yes,Travel_Rarely,603,Sales,9,Master,Marketing,Low,Female,77,High,Medium,Sales Executive,Low,Single,8224,0,Y,Yes,17,Excellent,Low,None,6,3,Better,5,2,0,3
831,41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,Medium,Male,46,High,Low,Laboratory Technician,Very High,Married,4766,3,Y,Yes,11,Excellent,Low,Low,6,4,Better,1,0,0,0
832,31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,High,Male,72,High,Low,Laboratory Technician,High,Married,2610,1,Y,No,12,Excellent,High,Low,2,5,Good,2,2,2,2
833,37,No,Travel_Rarely,367,Research & Development,25,College,Medical,High,Female,52,Medium,Medium,Healthcare Representative,Very High,Divorced,5731,7,Y,No,13,Excellent,High,Medium,9,2,Better,6,2,1,3
834,27,No,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,Very High,Male,55,Medium,Low,Research Scientist,High,Married,2539,1,Y,No,13,Excellent,High,Low,4,0,Better,4,2,2,2
835,34,No,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,Medium,Female,70,High,Medium,Sales Executive,High,Married,5714,1,Y,No,20,Outstanding,Low,None,6,3,Good,6,5,1,3
836,35,No,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,High,Male,100,High,Low,Human Resources,High,Single,4323,1,Y,No,17,Excellent,Medium,None,6,2,Bad,5,4,1,4
837,29,Yes,Travel_Rarely,408,Sales,23,Below College,Life Sciences,Very High,Female,45,Medium,High,Sales Executive,Low,Married,7336,1,Y,No,13,Excellent,Low,Low,11,3,Bad,11,8,3,10
838,40,No,Travel_Frequently,593,Research & Development,9,Master,Medical,Medium,Female,88,High,High,Research Director,High,Single,13499,9,Y,No,17,Excellent,High,None,20,3,Good,18,7,2,13
839,42,Yes,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,High,Male,44,High,Very High,Sales Executive,Low,Single,13758,0,Y,Yes,12,Excellent,Medium,None,22,2,Good,21,9,13,14
840,42,No,Travel_Rarely,647,Sales,4,Master,Marketing,Medium,Male,45,High,Medium,Sales Executive,Low,Single,5155,7,Y,No,13,Excellent,Very High,None,9,3,Best,6,4,1,5
841,35,No,Travel_Rarely,982,Research & Development,1,Master,Medical,Very High,Male,58,Medium,Low,Laboratory Technician,High,Married,2258,6,Y,No,12,Excellent,Medium,Low,10,2,Better,8,0,1,7
842,24,No,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,Very High,Male,49,High,Low,Laboratory Technician,Medium,Single,3597,8,Y,No,22,Outstanding,Very High,None,6,2,Better,4,3,1,2
843,28,Yes,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,High,Female,79,High,Low,Laboratory Technician,Very High,Married,2515,1,Y,Yes,11,Excellent,Very High,None,1,4,Good,1,1,0,0
844,26,No,Travel_Rarely,1384,Research & Development,3,Master,Medical,Low,Male,82,Very High,Low,Laboratory Technician,Very High,Married,4420,1,Y,No,22,Outstanding,Medium,Low,8,2,Better,8,7,0,7
845,30,No,Travel_Rarely,852,Sales,10,Bachelor,Marketing,High,Male,72,Medium,Medium,Sales Executive,High,Married,6578,1,Y,No,18,Excellent,Low,Low,10,3,Better,10,3,1,4
846,40,No,Travel_Frequently,902,Research & Development,26,College,Medical,High,Female,92,Medium,Medium,Research Scientist,Very High,Married,4422,3,Y,Yes,13,Excellent,Very High,Low,16,3,Bad,1,1,0,0
847,35,No,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,High,Male,44,Medium,High,Manufacturing Director,Medium,Divorced,10274,2,Y,No,18,Excellent,Medium,Low,15,2,Best,7,7,6,4
848,34,No,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,Very High,Male,97,Medium,Medium,Healthcare Representative,Low,Single,5343,0,Y,No,20,Outstanding,High,None,14,3,Better,13,9,4,9
849,35,No,Travel_Frequently,636,Research & Development,4,Master,Other,Very High,Male,47,Medium,Low,Laboratory Technician,Very High,Married,2376,1,Y,No,13,Excellent,Medium,Low,2,2,Best,2,2,2,2
850,43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,Low,Female,85,Low,Medium,Sales Executive,High,Single,5346,8,Y,No,13,Excellent,Medium,None,7,2,Good,4,3,1,3
851,32,No,Non-Travel,862,Sales,2,Below College,Life Sciences,High,Female,76,High,Low,Sales Representative,Low,Divorced,2827,1,Y,No,12,Excellent,High,High,1,3,Better,1,0,0,0
852,56,No,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,Very High,Female,92,High,Very High,Manager,Low,Divorced,19943,4,Y,No,13,Excellent,Very High,Low,28,2,Better,5,2,4,2
853,29,No,Travel_Rarely,1401,Research & Development,6,Below College,Medical,Medium,Female,54,High,Low,Laboratory Technician,Very High,Married,3131,1,Y,No,13,Excellent,Low,Low,10,5,Better,10,8,0,8
854,19,No,Travel_Rarely,645,Research & Development,9,College,Life Sciences,High,Male,54,High,Low,Research Scientist,Low,Single,2552,1,Y,No,25,Outstanding,High,None,1,4,Better,1,1,0,0
855,45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,Low,Female,83,High,Low,Research Scientist,High,Married,4477,4,Y,Yes,19,Excellent,High,Low,7,2,Good,3,2,0,2
856,37,No,Travel_Rarely,977,Research & Development,1,Bachelor,Life Sciences,Very High,Female,56,Medium,Medium,Manufacturing Director,Very High,Married,6474,1,Y,No,13,Excellent,Medium,Low,14,2,Good,14,8,3,11
857,20,No,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,Low,Male,87,Medium,Low,Laboratory Technician,High,Single,3033,1,Y,No,12,Excellent,Low,None,2,2,Good,2,2,1,2
858,44,Yes,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,High,Male,96,High,Low,Research Scientist,High,Single,2936,1,Y,Yes,11,Excellent,High,None,6,4,Better,6,4,0,2
859,53,No,Travel_Rarely,1223,Research & Development,7,College,Medical,Very High,Female,50,High,Very High,Manager,High,Divorced,18606,3,Y,No,18,Excellent,Medium,Low,26,6,Better,7,7,4,7
860,29,No,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,Medium,Female,69,Low,Low,Research Scientist,Very High,Married,2168,0,Y,Yes,18,Excellent,Low,Low,6,2,Good,5,4,1,3
861,22,Yes,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,High,Male,48,Medium,Low,Research Scientist,Very High,Married,2853,0,Y,Yes,11,Excellent,Medium,Low,1,5,Better,0,0,0,0
862,46,No,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,High,Female,69,High,Very High,Manager,Low,Married,17048,8,Y,No,23,Outstanding,Low,None,28,2,Better,26,15,15,9
863,44,No,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,Very High,Male,74,Low,Low,Research Scientist,High,Single,2290,2,Y,No,13,Excellent,Very High,None,6,3,Better,0,0,0,0
864,33,No,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,Medium,Male,99,High,Low,Human Resources,High,Married,3600,1,Y,No,13,Excellent,Very High,Low,5,2,Better,5,4,1,4
865,41,Yes,Non-Travel,906,Research & Development,5,College,Life Sciences,Low,Male,95,Medium,Low,Research Scientist,Low,Divorced,2107,6,Y,No,17,Excellent,Low,Low,5,2,Bad,1,0,0,0
866,30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,High,Male,61,High,Medium,Sales Executive,Low,Divorced,4115,8,Y,No,19,Excellent,High,High,8,3,Better,4,3,0,3
867,40,No,Travel_Frequently,1184,Sales,2,Master,Medical,Medium,Male,62,High,Medium,Sales Executive,Medium,Married,4327,5,Y,No,12,Excellent,Very High,High,5,2,Better,0,0,0,0
868,50,No,Travel_Frequently,1421,Research & Development,2,Bachelor,Medical,Very High,Female,30,High,Very High,Manager,Low,Married,17856,2,Y,No,22,Outstanding,High,Low,32,3,Better,2,2,2,2
869,28,No,Travel_Rarely,1179,Research & Development,19,Master,Medical,Very High,Male,78,Medium,Low,Laboratory Technician,Low,Married,3196,1,Y,No,12,Excellent,High,High,6,2,Better,6,5,3,3
870,46,No,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,Very High,Male,52,High,Very High,Research Director,Medium,Married,19081,5,Y,No,11,Excellent,Low,Low,25,2,Better,4,2,0,3
871,35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,High,Male,94,High,Medium,Sales Executive,Low,Married,8966,3,Y,Yes,15,Excellent,Very High,High,15,2,Better,7,7,1,7
872,24,Yes,Travel_Rarely,984,Research & Development,17,College,Life Sciences,Very High,Female,97,High,Low,Laboratory Technician,Medium,Married,2210,1,Y,No,13,Excellent,Low,Low,1,3,Bad,1,0,0,0
873,33,No,Travel_Frequently,1146,Sales,25,Bachelor,Medical,Medium,Female,82,High,Medium,Sales Executive,High,Married,4539,1,Y,No,12,Excellent,Low,Low,10,3,Good,10,7,0,1
874,36,No,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,High,Male,60,Low,Low,Laboratory Technician,High,Divorced,2741,1,Y,No,14,Excellent,High,Low,7,4,Better,7,7,1,7
875,30,No,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,High,Male,49,High,Medium,Laboratory Technician,High,Divorced,3491,1,Y,No,13,Excellent,Low,High,10,4,Good,10,7,8,9
876,44,No,Travel_Rarely,200,Research & Development,29,Master,Other,Very High,Male,32,High,Medium,Research Scientist,Very High,Single,4541,1,Y,No,25,Outstanding,Medium,None,20,3,Better,20,11,13,17
877,20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,High,Male,43,Very High,Low,Sales Representative,Very High,Single,2678,1,Y,No,17,Excellent,Very High,None,2,2,Better,2,1,2,2
878,46,No,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,Very High,Male,60,High,Medium,Manufacturing Director,Very High,Divorced,7379,2,Y,No,11,Excellent,High,Low,12,3,Good,6,3,1,4
879,42,No,Non-Travel,179,Human Resources,2,Doctor,Medical,Very High,Male,79,Very High,Medium,Human Resources,Low,Married,6272,7,Y,No,16,Excellent,Low,Low,10,3,Best,4,3,0,3
880,60,No,Travel_Rarely,696,Sales,7,Master,Marketing,Medium,Male,52,Very High,Medium,Sales Executive,Very High,Divorced,5220,0,Y,Yes,18,Excellent,Medium,Low,12,3,Better,11,7,1,9
881,32,No,Travel_Frequently,116,Research & Development,13,Bachelor,Other,High,Female,77,Medium,Low,Laboratory Technician,Medium,Married,2743,1,Y,No,20,Outstanding,High,Low,2,2,Better,2,2,2,2
882,32,No,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,Very High,Female,38,High,Medium,Research Scientist,High,Single,4998,4,Y,Yes,14,Excellent,Very High,None,10,2,Better,8,7,0,7
883,36,No,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,High,Female,77,Low,High,Manufacturing Director,Low,Divorced,10252,2,Y,Yes,21,Outstanding,High,Low,17,2,Better,7,7,7,7
884,33,No,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,Low,Male,60,High,Low,Research Scientist,Very High,Married,2781,0,Y,No,13,Excellent,Medium,Low,15,5,Better,14,10,4,10
885,40,No,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,Medium,Female,84,Medium,Medium,Sales Executive,Medium,Divorced,6852,7,Y,No,12,Excellent,Medium,Low,7,2,Best,5,1,1,3
886,25,No,Travel_Rarely,1356,Sales,10,Master,Life Sciences,High,Male,57,High,Medium,Sales Executive,Very High,Single,4950,0,Y,No,14,Excellent,Medium,None,5,4,Better,4,3,1,1
887,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,Very High,Male,63,High,Low,Research Scientist,Medium,Married,3579,0,Y,Yes,21,Outstanding,Low,Low,12,2,Better,11,9,5,7
888,42,No,Travel_Frequently,458,Research & Development,26,Doctor,Medical,Low,Female,60,High,High,Research Director,Low,Married,13191,3,Y,Yes,17,Excellent,High,None,20,6,Better,1,0,0,0
889,35,No,Non-Travel,1212,Sales,8,College,Marketing,High,Female,78,Medium,High,Sales Executive,Very High,Married,10377,4,Y,Yes,11,Excellent,Medium,Low,16,6,Good,13,2,4,12
890,27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,Low,Male,42,High,Low,Research Scientist,Low,Married,2235,1,Y,Yes,14,Excellent,Very High,Medium,9,3,Good,9,7,6,8
891,54,No,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,Very High,Female,53,High,High,Manufacturing Director,High,Divorced,10502,7,Y,No,17,Excellent,Low,Low,33,2,Bad,5,4,1,4
892,44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,Low,Female,72,Very High,Low,Research Scientist,Very High,Married,2011,1,Y,No,13,Excellent,Very High,Low,10,5,Better,10,5,7,7
893,19,Yes,Non-Travel,504,Research & Development,10,Bachelor,Medical,Low,Female,96,Medium,Low,Research Scientist,Medium,Single,1859,1,Y,Yes,25,Outstanding,Medium,None,1,2,Best,1,1,0,0
894,29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,Low,Female,97,High,Low,Research Scientist,Very High,Divorced,3760,1,Y,No,15,Excellent,Low,High,3,5,Better,3,2,1,2
895,54,No,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,Very High,Male,85,High,Very High,Research Director,Very High,Married,17779,3,Y,No,14,Excellent,Low,None,36,2,Better,10,9,0,9
896,31,No,Travel_Rarely,1332,Research & Development,11,College,Medical,High,Male,80,High,Medium,Healthcare Representative,Low,Married,6833,1,Y,Yes,12,Excellent,Very High,None,6,2,Good,6,5,0,1
897,31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,High,Female,96,Medium,Medium,Healthcare Representative,Low,Single,6812,1,Y,No,19,Excellent,Medium,None,10,2,Better,10,9,1,8
